ISBN10,Author
0451456548,Melisa Michaels
0060006048,Isobel Bird
0312906552,Frederik Pohl
0312906552,C. M. Kornbluth
0440117291,Vonda McIntyre
0425049981,John Varley
0374386676,Nancy Garden
0786886463,Christopher Rice
0345395379,Nicola Griffith
0380788497,Jane Lindskold
0307215342,Julie Campbell
0374343381,Nancy Garden
0345403339,Lee Smith
0440226694,Jacqueline Woodson
0440219604,Jacqueline Woodson
0767903285,Pat Summitt
0345429176,Richard Belzer
038529929X,Thomas Harris
1573229571,Nick Hornby
0345418778,Douglas Adams
0517201658,Colleen McCullough
0743211383,Stephen King
039914370X,Robert B. Parker
1884777805,Andrew L Johnson
0312977905,Marian Babson
0812521331,Kathleen O'Neal Gear
0812521331,W. Michael Gear
0451205421,Dean Koontz
0894342789,Paul Phifer
0440218535,Peter Hoeg
0449207595,Erma Bombeck
0670844594,John Mortimer
039457513X,E.L. Doctorow
0394559487,Simon Schama
0804001944,Frank Waters
0590897985,Karen Hesse
0689832877,Kenneth Oppel
0689832877,S.D. Schindler
0689829698,Carol Ryrie Brink
0689829698,Richard Mantel
0439042917,K. A. Applegate
0064409457,C. S. Lewis
0064409457,Pauline Baynes
0064405052,C. S. Lewis
0064405052,Pauline Baynes
043922165X,Shelly Roberts
0152162445,Diane Duane
0152162577,Diane Duane
015216250X,Diane Duane
1562477528,Carolee Brockman
0439221676,Rachel Roberts
0439221684,Shelley Roberts
0439221684,Rachel Roberts
0439221714,Rachel Roberts
0439221706,Rachel Roberts
0439221730,Rachel Roberts
0440415993,Lensey Namioka
0895872102,Jackie Eileen Behrend
068983585X,Andrew Clements
068983585X,Brian Selznick
0345391802,Douglas Adams
0440219078,Lois Lowry
185424597X,Brother Yun
185424597X,Paul Hattaway
2080105434,Katherine Khodorowsky
349913358X,Milena Moser
3257201761,Patricia Highsmith
3404121686,Ken Follett
3404121686,Gabriele Conrad
3404121686,Lore Straßl
3404118960,Ken Follett
3404118960,Jürgen Speh
3404118960,Till R. Lohmeyer
3404118960,Gabriele
0345356578,Stephen R. Donaldson
0345346971,Stephen R. Donaldson
0753804700,Bernhard Schlink
0451155750,Stephen King
0786890436,Ellen Rimbauer
0786890436,Joyce Reardon
0786890436,Stephen King
0415928087,Todd Herzog
0415928087,Sander Gilman
0521427150,John Borneman
0812923278,Robert S. McElvaine
0884111342,Bram Stoker
0345428544,Michael A. Stackpole
0671694049,Douglas Adams
080901582X,Langston Hughes
0449006557,Anne Perry
0373250339,Carol Matthews
0380820447,Carole Matthews
0385497679,Jacqueline L. Tobin
0385497679,Raymond G. Dobard
0385497679,Maude S. Wah
0451454243,Marion Zimmer Bradley
0941423042,Andrei Codrescu
0373871562,Carolyne Aarsen
0553101439,Louis L'Amour
0898151910,Jack Chapman
0835949362,Anthony J Alessandra
0880701102,Charles R Swindoll
039914563X,Tom Clancy
0312853238,Orson Scott Card
0688048730,V. A. Howard
0688048730,J. H. Barton
0425161722,Tom Clancy
0425161722,Steve Pieczenik
0385493800,John Grisham
0849916399,Walter P. Wilson
1928791107,Bruce Fries
1928791107,Marty Fries
067175145X,Rush Limbaugh
0440211727,John Grisham
0877192820,Anne Dingus
0380002450,Kate Chopin
0793133955,Kirk Kazanjian
0793133955,Kirk Kazanjian
0394178017,Donald Merriam Allen
0425134350,Tom Clancy
0385479689,William R. Maples
0385479689,Michael Browning
0380754851,Carl Hausman
0380538504,Richard Peck
044661162X,Michael Connelly
0671742566,Judith McNaught
0515122408,Lilian Jackson Braun
0440222818,John Lescroart
0451204050,John Jakes
038533334X,Alice McDermott
0449131548,Hilary Bailey
0440120470,Howard Fast
0451188209,Jessica Fletcher
0451188209,Donald Bain
0440130913,Belva Plain
0449001954,Margaret Truman
0345404777,Richard North Patterson
0451185277,Eileen Goudge
0440224829,Danielle Steel
0671779338,Arnette Lamb
0515134368,Catherine Coulter
0380759497,Piers Anthony
0380759497,Piers A. Jacob
3442098424,Anne Rice
3442098424,Michael Schulte
0394578791,Walter Cronkite
1558505377,Tom Mula
0373245696,Lois Faye Dyer
0743201078,Sharon Lamb
068983571X,Sir Arthur Conan Doyle
0553256785,Agatha Christie
0892967994,Mark Cohen
0061064505,Sherry Shahan
0061064505,Betsy Haynes
1551668785,Helen R. Myers
0836230868,Della Rowland
0381999866,Irving Adler
0380817144,Elizabeth Peters
0380752115,Shirlee Busbee
0553212583,Emily Brontë
0446364762,Sidney Sheldon
0425166619,Robin Cook
061312975X,Frank Peretti
0765341972,John A. Keel
0590514776,Jan Gabriel
0373037430,Rebecca Winters
0064472779,Meg Cabot
0553581279,Tanith Lee
0373750013,Cathy Thacker
0393030342,Richard Burton
0553561618,Tami Hoag
0312422156,Jeffrey Eugenides
0425139069,Beverly Hastings
0450029956,Savinien Cyrano De Bergerac
0450029956,G. Strachan
0130139165,James C. Robertson
0373196741,Teresa Southwick
0451524489,Kate Chopin
0451524489,Barbara H. Solomon
0140065172,Judith Guest
044022165X,John Grisham
0373123485,Sandra Field
0373123108,Helen Brooks
0590225170,Blanche Fisher Wright
0590225170,Blanche Fish Wright
0399143165,Robin Cook
044132231X,George Gately
0425124347,Dean R. Koontz
0786889705,James Lee Burke
0312282990,Michael Chabon
0425137945,Barbara Michaels
042512892X,Barbara Michaels
0425113892,Barbara Michaels
0394820371,Norton Juster
0394820371,Jules Feiffer
0449134482,Michael Blake
014036336X,John Bellairs
0375821813,Carl Hiaasen
0812516826,Carole Nelson Douglas
0345348036,William Goldman
0679420118,Marc Reisner
0871137380,Mark Bowden
0741409690,Jonathan Pearce
0741407213,Jonathan Pearce
0759612277,Jonathan Pearce
0741402858,Jonathan Pearce
1585007366,Jonathan Pearce
074141127X,Jonathan Pearce
0741403471,Jonathan Pearce
0741403781,Jonathan Pearce
0741403056,Jonathan Pearce
0741405784,Jonathan Pearce
0741402912,Jonathan Pearce
0553568760,Michael Palmer
034538184X,Richard North Patterson
0140620125,Emily Bronte
0140620109,Jane Austen
0375420827,Alain De Botton
0671745530,Douglas Adams
0805062971,Chuck Palahniuk
0553211412,Emily Bronte
0671510053,E. Annie Proulx
1573229385,Adam Davies
0945397410,Harry M. Walker
0385334036,Nicholas Evans
0060914653,Milan Kundera
0345347536,Piers Anthony
055321313X,L.M. Montgomery
3473540420,Hermann Vinke
0375507256,David Mitchell
0060529709,Jonathan Safran Foer
0876850867,Charles Bukowski
0140274154,Jack Kerouac
0679743464,Haruki Murakami
0375704027,Haruki Murakami
0375704027,Jay Rubin
0874067391,Frances Hodgson Burnett
0874067391,Gabriela Dellosso
0590484753,Patricia C. Wrede
0451527038,Jack London
0451527038,Alex Kershaw
1590520777,Bruce Wilkinson
1590520777,David Kopp
0590484672,Patricia C. Wrede
0975311255,Malcolm Goodway
0743237188,Ann-Marie MacDonald
0553586122,Iris Johansen
0553584510,Lisa Gardner
0345341201,Fern Michaels
1551662744,Linda Howard
0440175623,Belva Plain
0440216842,Belva Plain
0345443284,Sue Miller
0553285653,Sheri S. Tepper
0394800133,Dr. Seuss
0394800133,Theodor Seuss Geisel
0060972777,Tobias Wolff
0064401472,Isaac Bashevis Singer
0064401472,Maurice Sendak
0156001942,Mark Helprin
055326382X,Gary Zukav
0345418018,John Irving
0684801469,Ernest Hemingway
0393961192,Alfred H. Kelly
0393961192,Herman Belz
0393961192,Winifred A. Harbison
9997522052,Emile Zola
0872203492,Plato
0872203492,John M. Cooper
0872203492,D. S. Hutchinson
0872203492,John M. Coop
0312420145,Jonathan Franzen
0911104542,B Kliban
0375401318,Judy Blunt
0140253602,William Trevor
0671789422,Alice Walker
1566193966,Stephen Gazi
014016930X,Wallace Stegner
0140077022,Don DeLillo
0679732764,Ralph Ellison
0553273604,Isabel Allende
0553273914,Isabel Allende
0060256672,Shel Silverstein
0060256672,Shel Silverstein
039592720X,Jhumpa Lahiri
1859671500,Liz Trigg
1859671500,Tessa Evelegh
1859671500,Stewart Walton
1859671500,Sally Walto
0810935627,Charles Sullivan
0060928336,Rebecca Wells
0671003755,Wally Lamb
0553268449,Tom Robbins
0684844729,Ursula Hegi
0395051649,Samuel Richardson
0395051649,George Sherburn
0375705228,Valerie Martin
038001503X,Gabriel Garcia Marquez
0835607860,Gill Farrer-Halls
158574218X,John Mordock
158574218X,Myron Korach
0806996021,Susan Bowes
0440215625,Diana Gabaldon
0316777730,David Sedaris
0375501851,Zadie Smith
0877733759,Natalie Goldberg
0805019367,Sue Grafton
0140070206,William J. Kennedy
0140236589,Bob Shacochis
0140042393,John Steinbeck
1590520653,Randy Alcorn
1590521994,Nancy Cobb
1590521994,Connie Grigsby
3446202218,Margriet De Moor
3446202218,Helga Van Beuningen
3499134446,Armistead Maupin
067142517X,Dale Carnegie
0671726889,Clifford Stoll
0446601241,James Patterson
0451124340,Stephen King
0345384466,Anne Rice
0446604801,James Patterson
0345422392,Anne Rice
0679734775,Sandra Cisneros
0440414717,Gary Paulsen
0689715625,Marguerite Henry
0689715625,Wesley Dennis
0812539389,Tanith Lee
0152013369,Sherry Garland
0425124819,Barbara Michaels
0345409469,Carl Sagan
0345409469,Ann Druyan
1558747346,Kimberly Kirberger
0373250177,Ariella Papa
0763615382,Michael J. Rosen
0965975401,Dawn Chipman
0965975401,Pamela Nelson
0965975401,Mari Florence
0965975401,Naomi Wax
0141001771,Shannon Olson
068930935X,Naylor
0451523369,Mary Wollstonecraft Shelley
0786884622,Karen Stolz
0449005569,Clare Naylor
0671027344,Stephen Chbosky
0786927089,Margaret Weis
0786927089,Tracy Hickman
0684831058,Ivan Doig
006019491X,Isabel Allende
006019491X,Margaret Sayers Peden
0684819066,Sylvia Nasar
0375420673,Ha Jin
0140368558,Elizabeth Laird
0395353416,Harlan Ellison
0066211611,Isabel Allende
0066211611,Margaret Sayers Peden From The Span
0312254164,David M. Gitlitz
0312254164,Dr. Linda Kay Davidson
3453147243,Wolfgang Hohlbein
3746611229,Christoph Hein
3492229336,Gaby Hauptmann
3453177800,Carolyn See
3423009152,Christa Wolf
3596133319,Thomas Brussig
3822813397,Piers Vitebsky
3426871874,Christopher A. Weidner
3453171977,Robert Silverberg
3423620005,Jostein Gaarder
3423620005,Gabriele Haefs
034537522X,J.R.R. Tolkien
0345375211,J.R.R. Tolkien
0345375211,Christopher Tolkien
034545829X,H.P. Lovecraft
0140042520,Jack Kerouac
0380789035,Neil Gaiman
0446677574,Pamela Grim
0345358791,Arthur C. Clarke
0060964049,Armistead Maupin
0380558483,Jay Bennett
1558171398,J. Applegate
0425121046,Michael J. Straczynski
0441317502,John Myers Myers
0804102279,Reay Tannahill
0812551389,Jack Whyte
0345298985,STEPHEN R. DONALDSON
0345316991,Stephen R. Donaldson
034531042X,Stephen R. Donaldson
0345310306,Stephen R. Donaldson
0345310292,Stephen R. Donaldson
034531011X,Stephen R. Donaldson
0679734058,Peter Matthiessen
0451130448,Jack Higgins
0553266500,Paul Kent
0440206154,Thomas Harris
0345370775,Michael Crichton
0441366945,Robin McKinley
0441366945,Patricia McKillip
0441366945,Joan Vinge
0441366945,James
0553574833,Hank Whittemore
0553574833,Caroline Hebard
0915950839,Ellyn Satter
0060242388,Bill Brittain
0452265347,August Wilson
0743457943,Fern Michaels
0373484224,Nora Roberts
0553205757,Marilynne Robinson
0060171510,Sigrid Nunez
0312421001,Paul Auster
0786000988,Amanda Scott
0380789019,Neil Gaiman
0451135989,John Fowles
0380018179,Colleen McCullough
0679004785,Fodor's
0684825821,A'Lelia Bundles
0517395754,Dorothy L. Sayers
067101420X,Jude Deveraux
0679457313,Arundhati Roy
0394557433,Anne Morrow Lindbergh
0553571656,Laurie R. King
0312169787,Anita Diamant
0942257324,Jeanne DuPrau
0805008950,Louise Erdrich
0786866276,Melinda Haynes
0151000638,Belle Yang
0151000638,Amy Tan
0140266771,Carol Shields
015644450X,Alice Walker
0679723420,Vladimir Nabokov
0441004016,Tim Powers
0671500546,Jean Lorrah
0140620338,Oscar Wilde
0460878263,Samuel Taylor Coleridge
0460878263,John Beer
3257061269,Paulo Coelho
3257061269,Cordula Swoboda Herzog
3453210999,Barbara Erskine
3404126661,Annegrit Arens
3453177622,Nicholas Sparks
3453177622,Susanne Höbel
3453863593,Hans J. Alpers
3499108518,Jerome D. Salinger
3518367064,Hermann Hesse
3453199766,Stephen Chbosky
3746670144,Claudia Von Zglinicki
3746670144,Thorsten Futh
3453088433,Wolfgang Hohlbein
0425137015,Linda Lael Miller
0425137015,Anna Jennet
0425137015,Elaine Crawford
0425137015,Dian
0553572490,Jane Feather
0553576976,Louis L'Amour
0451450604,William R. Forstchen
0441001335,Spider Robinson
0451454677,Dennis L. McKiernan
0373257074,Rush
0441435351,Lionel Fenn
0373092237,Carole Halston
0373057296,Christine Rimmer
0373058446,BJ James
0349103232,Iain Banks
0571197779,Milan Kundera
0679745653,Truman Capote
0571200389,Vikram Seth
0785268480,Beth Nimmo
0785268480,Darrell Scott
0785268480,Steve Rabey
014044503X,Johann Wolfgang Von Goethe
014044503X,Michael Hulse
014044503X,Michael H
0851707777,Thomas Elsaesser
0006276199,Adrian Plass
0551031123,Adrian Plass
0551030682,Adrian Plass
0551032510,Adrian Plass
0551032510,Bridget Plass
000649840X,Frank Mccourt
0140431268,Thomas Hardy
0099771519,Arthur Golden
0486265862,Stephen Quirke
067102535X,Ann Rule
0876855575,Charles Bukowski
0330376136,James Herbert
0140272658,William Sutcliffe
3407780028,JANOSCH
3407780028,JANOSCH
3407780117,JANOSCH
3407780117,JANOSCH
3257250398,Jean De Brunhoff
3257250398,Jean DeBrunhoff
3257250053,Jean De Brunhoff
3257250053,Jean DeBrunhoff
3257250460,Philippe Fix
3442435951,Claudia Keller
3442435838,F. Paul Wilson
3442435838,Wulf Bergner
3608919724,Arnold A. Lazarus
3608919724,Clifford N. Lazarus
3608919724,Christoph Tr
3453132262,Clarissa Pinkola Estés
3453132262,Mascha Rabben
379411664X,Virginia Allen Jensen
379411664X,Dorcas Woodbury Haller
340780573X,JANOSCH
3407805853,Janosch
0385720920,Chuck Palahniuk
0385498721,Chuck Palahniuk
0972948503,John Paul Allen
0972948503,Alan M. Clark
0380813815,Christopher Moore
2070372294,Michel Tournier
2264030542,Hubert Jr Selby
0030615321,G. B. Trudeau
0836217632,Gary Larson
0140099832,Garrison Keillor
0385314744,Al Franken
0316107417,Berke Breathed
0894803700,Barbara Ann Kipfer
0449221164,Dick Francis
0553801031,Stephen Fried
0590457225,Patricia C. Wrede
0316929190,George Stephanopoulos
0553052845,Rita Mae Brown
0140390693,Louisa May Alcott
0140390693,Elaine Showalter
0140390693,Elaine Showalte
0439404371,Cornelia Funke
0439404371,Oliver Latsch
0939766027,Stan Lee
0939766027,J Kirby
0679741011,Camille Paglia
0345307674,James Kahn
0425071421,Robert A. Heinlein
0345297687,Anne McCaffrey
0766607119,Louisa May Alcott
0766607119,Devra Newberger Speregen
0766607119,Richard
1573225789,James McBride
0380754843,Louis Sachar
0380754843,Adam Mccauley
0345368940,Anne McCaffrey
0345331605,ANNE MCCAFFREY
0425050807,Eric Van Lustbader
044100962X,Robert Asprin
0553296981,Anne Frank
0553296981,B.M. Mooyaart
0553296981,Eleanor Roosevelt
1895383129,Marshall Govindan
0375724575,Nomi Eve
067163884X,Bruce Catton
0553140434,William Gibson
0029087104,Clement Eaton
0425050750,H.G. Wells
0345285549,Terry Brooks
0345285549,Darrell K. Sweet
0345290240,Terry Brooks
0345301870,Piers Anthony
0451169530,Stephen King
067168390X,Larry McMurtry
0385335881,Sophie Kinsella
0385335482,Sophie Kinsella
0553258001,John Irving
0671679627,Judy Collins
0375704043,Oliver Sacks
0373871279,Carolyne Aarsen
0373484070,Annette Broadrick
0805063889,Barbara Ehrenreich
068986020X,Rachel Cohn
0671568809,Carolyn Keene
1573228567,Rachel Naomi Remen
0553582658,Luanne Rice
051513399X,Jayne Ann Krentz
0373218400,Nora Roberts
0449217868,Joan Smith
0671573020,Kaye Gibbons
0671573020,Kaye Gibbons
0517006456,Bryn C. Collins
0786867086,Peter Jennings
0786867086,Todd Brewster
1569471800,Eliza Osborne
0374216495,Howard Norman
0312274572,John Griesemer
0316825336,Marly A. Swick
0871137631,John L'Heureux
0679419152,Molly Ivins
0060192895,Tony Hillerman
0826308791,Forrest Carter
0140259198,Umberto Eco
0345435249,Greg Bear
0441003257,Neil Gaiman
0441003257,Terry Pratchett
0451202503,Sharyn McCrumb
0446606812,Nicholas Sparks
0671028375,Kathy Reichs
0451181468,Jeffrey Deaver
0399149759,Nevada Barr
0345384733,Martin Cruz Smith
0671759361,V.C. Andrews
0830724982,Stephen Hill
0399146008,Robin Cook
3442720001,E.W. Heine
0515132632,Donna Fletcher
044990671X,Jeanne Larsen
0688124402,Bari Wood
0929587081,James Gould Cozzens
155970117X,Reidar Jonsson
155970117X,Marianne Ruuth
0688105408,June Vendall Clark
0871130297,Robert Reilly
0440500095,Kem Nunn
1570362084,Larry King
0060930535,Barbara Kingsolver
0375702709,Ernest J. Gaines
044990928X,Anne Lamott
0671038184,Bret Lott
0060916508,Zora Neale Hurston
0756401453,Jude Fisher
0963270702,Salman Rushdie
0399242562,G. P. Taylor
0552996009,Bill Bryson
0708881297,Anne McCaffrey
0708881297,Ron Walotsky
0142000663,John Steinbeck
0590542443,Philip Pullman
0590112899,Philip Pullman
0590660543,Philip Pullman
0345361792,John Irving
0552999512,Judy Astley
041619513X,Roger E. Allen
0855030224,Margaret Tempest
0855030224,Margaret Tempest
0861638522,Enid Blyton
0861638522,Maureen Bradley
0575073314,James Barclay
0575073004,James Barclay
0394404289,Kahlil Gibran
000636988X,LIBBY PURVES
1578562333,Jane Kirkpatrick
0345458915,Tess Gerritsen
038531258X,Olive Ann Burns
006092988X,Betty Smith
0140317937,Michael Ende
0140317937,Ralph Manheim
0743225406,Annie Proulx
0553256696,Corrie Ten Boom
0553256696,John Sherrill
0553256696,Elizabeth Sherrill
0785263780,Bodie Thoene
0785263780,Brock Thoene
0802433243,Marlo Schalesky
0375413081,Mark Salzman
1400034779,Alexander McCall Smith
038533303X,Michael Paterniti
0451163753,John Fowles
0440414520,Dorothy R. Miller
0786885688,Steve Martin
0671880187,Banana Yoshimoto
1558506454,Ann Rae Jonas
0895773538,Reader's Digest
0385247745,Joseph Campbell
0385247745,Bill Moyers
0385293542,Belva Plain
0802069347,Dyanne Gibson
0671721038,Isaac Asimov
0671311891,Bruce Coville
0345387007,Terry Brooks
037570504X,Edwidge Danticat
